TicketID,CustomerID,IssueType,Priority,ResolutionDays,Resolved
T002811,C012885,Bug,Medium,0,Yes
T002812,C041512,Bug,Medium,13,Yes
T002813,C005493,Login,Medium,0,Yes
T002814,C020135,Feature,Medium,5,Yes
T002815,C028928,Billing,Low,7,No
T002816,C024161,Cancellation,Medium,13,No
T002817,C032712,Login,Low,4,No
T002818,C039466,Login,Low,6,Yes
T002819,C045931,Cancellation,Medium,2,Yes
T002820,C037704,Login,Medium,5,No
T002821,C015599,Cancellation,Medium,7,No
T002822,C029803,Bug,High,7,No
T002823,C027929,Bug,Low,3,No
T002824,C038368,Billing,Low,13,No
T002825,C017482,Feature,Medium,10,Yes
T002826,C021262,Cancellation,Medium,1,Yes
T002827,C044990,Bug,Medium,2,No
T002828,C036889,Billing,Low,15,No
T002829,C019541,Login,Low,0,No
T002830,C010459,Feature,Medium,8,Yes
T002831,C001190,Billing,Low,6,No
T002832,C024760,Feature,Low,7,Yes
T002833,C046757,Feature,High,14,No
T002834,C017704,Feature,Low,11,Yes
T002835,C044487,Billing,Medium,2,No
T002836,C027807,Billing,Medium,0,Yes
T002837,C038743,Login,Low,2,Yes
T002838,C019366,Feature,High,7,Yes
T002839,C026427,Billing,Low,0,No
T002840,C011233,Billing,High,2,Yes
T002841,C018504,Bug,Low,6,Yes
T002842,C039434,Login,High,13,No
T002843,C001978,Cancellation,Low,7,No
T002844,C045250,Billing,Low,8,No
T002845,C040532,Cancellation,High,3,No
T002846,C019792,Login,Medium,0,Yes
T002847,C020483,Billing,Medium,4,Yes
T002848,C046569,Bug,Medium,3,Yes
T002849,C005891,Cancellation,High,12,Yes
T002850,C002046,Billing,Low,6,Yes
T002851,C043118,Feature,Low,5,No
T002852,C024327,Feature,Medium,15,Yes
T002853,C012881,Feature,Medium,4,Yes
T002854,C003919,Bug,Low,3,Yes
T002855,C047391,Billing,High,13,No
T002856,C019198,Login,High,14,No
T002857,C038723,Login,High,13,Yes
T002858,C017777,Cancellation,Medium,10,No
T002859,C025948,Bug,Low,1,Yes
T002860,C008799,Login,Medium,0,Yes
T002861,C017346,Bug,Medium,3,No
T002862,C007779,Cancellation,High,0,Yes
T002863,C021307,Cancellation,High,15,Yes
T002864,C000269,Login,Low,7,Yes
T002865,C048581,Login,High,13,No
T002866,C040971,Bug,High,10,Yes
T002867,C022506,Cancellation,Low,14,Yes
T002868,C013486,Feature,Low,10,No
T002869,C042712,Login,High,3,No
T002870,C007239,Billing,Low,5,No
T002871,C035469,Feature,Low,12,Yes
T002872,C049630,Login,Low,4,Yes
T002873,C007388,Feature,High,5,No
T002874,C029600,Feature,Medium,15,No
T002875,C021772,Login,Low,10,Yes
T002876,C045818,Bug,Low,15,Yes
T002877,C032237,Cancellation,High,1,No
T002878,C032573,Bug,Low,12,No
T002879,C015172,Cancellation,Low,15,Yes
T002880,C004222,Login,High,11,Yes
T002881,C037105,Billing,High,12,Yes
T002882,C038521,Bug,High,5,Yes
T002883,C047964,Billing,High,14,No
T002884,C038636,Login,Low,10,No
T002885,C028147,Bug,Medium,5,Yes
T002886,C026986,Login,Low,12,Yes
T002887,C035830,Login,Medium,4,No
T002888,C039616,Feature,Low,5,Yes
T002889,C027149,Feature,High,11,No
T002890,C017056,Feature,Low,8,Yes
T002891,C011844,Cancellation,Low,9,Yes
T002892,C033004,Cancellation,High,9,No
T002893,C035155,Login,Low,10,No
T002894,C022142,Bug,Medium,15,No
T002895,C031538,Cancellation,High,5,Yes
T002896,C039448,Cancellation,Medium,0,Yes
T002897,C007192,Billing,Medium,12,Yes
T002898,C044883,Feature,Low,4,Yes
T002899,C044411,Cancellation,Low,14,No
T002900,C005711,Feature,Low,6,Yes
T002901,C046708,Login,High,7,Yes
T002902,C014461,Feature,High,7,No
T002903,C048562,Feature,Low,8,Yes
T002904,C042176,Cancellation,Medium,1,Yes
T002905,C046779,Billing,Low,9,Yes
T002906,C000460,Billing,Low,8,No
T002907,C040290,Cancellation,Medium,4,No
T002908,C048295,Bug,Low,1,Yes
T002909,C023792,Billing,Low,2,Yes
T002910,C011172,Login,High,15,Yes
T002911,C045619,Billing,Medium,5,Yes
T002912,C018074,Feature,Medium,1,Yes
T002913,C024798,Billing,Low,2,Yes
T002914,C038468,Feature,Low,13,Yes
T002915,C001249,Feature,Low,11,Yes
T002916,C039180,Cancellation,Low,1,Yes
T002917,C022083,Cancellation,High,10,Yes
T002918,C012345,Cancellation,Medium,1,Yes
T002919,C012001,Bug,High,8,Yes
T002920,C004242,Bug,Low,1,Yes
T002921,C007009,Billing,Low,14,No
T002922,C017244,Cancellation,High,4,No
T002923,C046415,Bug,Medium,14,No
T002924,C019629,Bug,Medium,4,No
T002925,C045461,Bug,Medium,14,Yes
T002926,C019148,Billing,Medium,7,Yes
T002927,C002981,Login,Low,2,Yes
T002928,C036071,Billing,High,7,No
T002929,C018475,Bug,Medium,4,Yes
T002930,C003183,Cancellation,Low,11,No
T002931,C036503,Feature,Low,10,No
T002932,C003543,Cancellation,High,15,Yes
T002933,C022067,Feature,High,4,No
T002934,C011309,Billing,Low,6,No
T002935,C019292,Cancellation,High,9,Yes
T002936,C003266,Billing,Medium,2,No
T002937,C007066,Billing,Medium,5,Yes
T002938,C001759,Cancellation,Low,0,Yes
T002939,C047627,Billing,Low,10,Yes
T002940,C023070,Feature,Medium,13,No
T002941,C043007,Cancellation,High,0,No
T002942,C041981,Login,Medium,1,No
T002943,C014700,Bug,Low,7,No
T002944,C037268,Bug,High,3,No
T002945,C027777,Feature,Low,7,No
T002946,C039387,Feature,High,13,Yes
T002947,C031911,Feature,Low,14,Yes
T002948,C004250,Cancellation,High,2,Yes
T002949,C042358,Bug,Medium,7,No
T002950,C017461,Cancellation,Medium,10,Yes
T002951,C041572,Cancellation,Medium,8,Yes
T002952,C012662,Login,Medium,2,Yes
T002953,C009060,Bug,Low,15,Yes
T002954,C033763,Feature,Medium,0,Yes
T002955,C046279,Billing,Medium,14,Yes
T002956,C028068,Login,Medium,15,No
T002957,C025437,Billing,Low,8,No
T002958,C003513,Login,Medium,1,No
T002959,C015766,Billing,Medium,7,Yes
T002960,C012607,Feature,Medium,12,No
T002961,C043349,Cancellation,High,9,Yes
T002962,C018279,Bug,Low,6,Yes
T002963,C046906,Login,Low,11,Yes
T002964,C001422,Feature,High,9,Yes
T002965,C038998,Billing,Medium,2,Yes
T002966,C034735,Login,High,5,No
T002967,C001470,Cancellation,Low,4,No
T002968,C031283,Bug,Low,3,No
T002969,C000320,Login,Low,14,Yes
T002970,C011329,Feature,Medium,6,No
T002971,C033452,Cancellation,High,7,No
T002972,C019834,Bug,High,5,No
T002973,C032421,Login,Medium,7,Yes
T002974,C009444,Bug,Medium,0,Yes
T002975,C015150,Bug,Medium,3,No
T002976,C040947,Feature,High,1,No
T002977,C012347,Cancellation,High,12,Yes
T002978,C016365,Billing,Low,7,No
T002979,C022002,Cancellation,Low,1,Yes
T002980,C022053,Login,Low,9,No
T002981,C033831,Bug,Low,8,No
T002982,C042964,Cancellation,Medium,13,No
T002983,C004619,Cancellation,Medium,2,No
T002984,C020752,Bug,Low,10,No
T002985,C025246,Cancellation,High,7,No
T002986,C042369,Login,Medium,4,Yes
T002987,C016458,Login,Low,14,Yes
T002988,C026740,Cancellation,High,14,Yes
T002989,C019487,Cancellation,Low,13,Yes
T002990,C012841,Login,Medium,14,Yes
T002991,C001874,Bug,Medium,3,Yes
T002992,C024323,Billing,Medium,4,No
T002993,C026035,Bug,High,12,Yes
T002994,C025663,Billing,Medium,12,Yes
T002995,C044311,Billing,High,6,No
T002996,C004009,Bug,High,2,Yes
T002997,C018820,Login,Low,1,No
T002998,C037079,Billing,Low,2,No
T002999,C009100,Feature,Low,1,Yes
T003000,C026681,Login,High,4,Yes
T003001,C022025,Billing,High,8,Yes
T003002,C046002,Login,Low,8,Yes
T003003,C018807,Billing,High,1,Yes
T003004,C007225,Bug,High,14,Yes
T003005,C011106,Bug,High,4,Yes
T003006,C033633,Bug,High,13,Yes
T003007,C018536,Bug,Medium,1,No
T003008,C008995,Login,Low,14,Yes
T003009,C044945,Billing,High,3,No
T003010,C036226,Feature,Low,9,No
T003011,C004643,Cancellation,Medium,9,No
T003012,C042735,Login,Low,1,No
T003013,C031744,Bug,Medium,12,No
T003014,C041591,Billing,High,14,Yes
T003015,C017158,Cancellation,Low,10,No
T003016,C006947,Feature,Medium,13,Yes
T003017,C031377,Login,Medium,2,No
T003018,C007063,Billing,Low,2,No
T003019,C007186,Bug,Low,6,No
T003020,C042060,Bug,Medium,4,Yes
T003021,C029690,Bug,High,3,Yes
T003022,C038896,Feature,High,9,Yes
T003023,C003327,Cancellation,High,12,No
T003024,C018143,Feature,Low,15,No
T003025,C017941,Login,Low,4,No
T003026,C044985,Cancellation,Low,11,No
T003027,C001885,Bug,High,5,Yes
T003028,C001203,Bug,High,13,No
T003029,C012968,Cancellation,Medium,4,No
T003030,C031678,Bug,Medium,6,No
T003031,C016073,Feature,Low,4,No
T003032,C032316,Login,High,8,Yes
T003033,C045371,Login,Medium,3,No
T003034,C005597,Bug,High,6,Yes
T003035,C047467,Cancellation,High,11,No
T003036,C021166,Billing,Low,8,Yes
T003037,C006118,Login,High,1,No
T003038,C028623,Feature,Medium,0,Yes
T003039,C019223,Feature,Medium,6,No
T003040,C041300,Billing,High,14,Yes
T003041,C049005,Login,Low,6,Yes
T003042,C001690,Cancellation,Medium,6,No
T003043,C020267,Cancellation,High,10,Yes
T003044,C019572,Cancellation,Medium,6,No
T003045,C043460,Login,Low,4,Yes
T003046,C014074,Feature,High,6,Yes
T003047,C031711,Billing,Low,3,Yes
T003048,C025231,Billing,Medium,14,Yes
T003049,C010135,Bug,Medium,15,No
T003050,C042192,Login,Low,1,Yes
T003051,C001821,Feature,Medium,15,No
T003052,C021229,Bug,Low,3,Yes
T003053,C049737,Bug,High,6,No
T003054,C031650,Feature,Low,4,No
T003055,C030233,Feature,Low,1,No
T003056,C001892,Cancellation,Low,14,No
T003057,C033522,Login,High,0,No
T003058,C034678,Bug,High,0,No
T003059,C034249,Bug,High,4,No
T003060,C009923,Billing,Low,1,No
T003061,C033830,Cancellation,Low,3,No
T003062,C037455,Bug,High,13,Yes
T003063,C007678,Cancellation,Medium,11,No
T003064,C020469,Bug,High,15,No
T003065,C022533,Login,Medium,15,No
T003066,C047185,Billing,High,3,No
T003067,C008265,Cancellation,High,9,No
T003068,C027610,Bug,Medium,8,Yes
T003069,C018865,Cancellation,Medium,12,Yes
T003070,C048752,Cancellation,Medium,2,Yes
T003071,C027816,Login,Medium,11,Yes
T003072,C049466,Login,High,1,Yes
T003073,C043104,Feature,Medium,5,Yes
T003074,C000222,Cancellation,High,5,Yes
T003075,C015650,Login,Low,8,Yes
T003076,C038997,Cancellation,High,7,Yes
T003077,C014759,Bug,High,6,No
T003078,C027857,Cancellation,Low,5,No
T003079,C012451,Login,High,8,No
T003080,C023558,Bug,Medium,8,No
T003081,C042910,Cancellation,Low,15,No
T003082,C018949,Cancellation,High,7,No
T003083,C042104,Login,Low,3,No
T003084,C049982,Cancellation,Medium,0,Yes
T003085,C037381,Cancellation,Low,1,Yes
T003086,C024366,Billing,Low,0,Yes
T003087,C023243,Feature,Low,3,No
T003088,C009044,Cancellation,Medium,5,Yes
T003089,C037183,Bug,Medium,3,Yes
T003090,C024649,Billing,Low,13,No
T003091,C020989,Billing,Medium,15,No
T003092,C017431,Billing,Medium,5,No
T003093,C009719,Login,Low,10,No
T003094,C020103,Bug,High,4,No
T003095,C036522,Bug,High,0,No
T003096,C022224,Feature,High,11,Yes
T003097,C037438,Feature,Low,6,No
T003098,C017526,Login,Medium,1,Yes
T003099,C009805,Login,Medium,5,No
T003100,C022504,Login,Low,2,Yes
T003101,C009638,Feature,Low,7,No
T003102,C029842,Billing,Low,4,Yes
T003103,C000339,Feature,Low,4,Yes
T003104,C042386,Cancellation,High,7,No
T003105,C016321,Feature,Medium,12,Yes
T003106,C045815,Billing,High,10,No
T003107,C002091,Feature,High,15,No
T003108,C014441,Feature,High,11,Yes
T003109,C045569,Bug,Low,13,Yes
T003110,C038906,Login,High,0,Yes
T003111,C010078,Feature,Low,13,Yes
T003112,C016030,Cancellation,Low,7,Yes
T003113,C016043,Login,Medium,2,Yes
T003114,C020482,Feature,High,3,No
T003115,C047171,Billing,Medium,8,Yes
T003116,C006089,Feature,High,9,Yes
T003117,C022090,Cancellation,Medium,4,Yes
T003118,C038630,Login,Medium,7,Yes
T003119,C046365,Bug,High,13,Yes
T003120,C003049,Cancellation,High,14,Yes
T003121,C040305,Bug,Low,10,No
T003122,C045311,Billing,Low,4,No
T003123,C036730,Feature,Medium,8,Yes
T003124,C002031,Billing,Low,13,Yes
T003125,C016912,Feature,High,0,Yes
T003126,C045912,Bug,Medium,1,No
T003127,C018205,Feature,High,12,No
T003128,C042629,Feature,Low,14,Yes
T003129,C023109,Cancellation,High,0,Yes
T003130,C007964,Cancellation,High,5,No
T003131,C023571,Login,High,10,No
T003132,C031550,Bug,High,5,No
T003133,C020990,Cancellation,High,6,Yes
T003134,C039750,Login,Low,7,No
T003135,C027585,Billing,High,12,No
T003136,C012010,Feature,Medium,3,No
T003137,C045806,Cancellation,Low,12,No
T003138,C035912,Feature,High,5,Yes
T003139,C024248,Feature,High,12,Yes
T003140,C002351,Feature,Medium,9,No
T003141,C036263,Bug,High,6,No
T003142,C035544,Bug,Low,7,Yes
T003143,C042690,Bug,Low,11,No
T003144,C024992,Feature,Low,5,Yes
T003145,C021423,Login,High,1,No
T003146,C031675,Bug,Low,12,Yes
T003147,C045466,Feature,Low,9,No
T003148,C014911,Feature,Low,15,No
T003149,C037646,Bug,Medium,10,No
T003150,C026745,Bug,Medium,6,No
T003151,C032824,Cancellation,Low,10,Yes
T003152,C035743,Feature,Low,10,No
T003153,C003930,Bug,Medium,15,Yes
T003154,C012822,Billing,High,4,Yes
T003155,C010857,Login,Medium,10,No
T003156,C026247,Cancellation,Medium,6,Yes
T003157,C000362,Billing,Medium,13,Yes
T003158,C036751,Cancellation,Low,3,No
T003159,C048494,Feature,Medium,12,No
T003160,C033188,Bug,High,14,Yes
T003161,C030641,Cancellation,High,4,Yes
T003162,C029478,Login,High,8,No
T003163,C008324,Feature,High,14,No
T003164,C028348,Bug,Medium,2,Yes
T003165,C022750,Billing,High,12,Yes
T003166,C049277,Billing,Medium,4,No
T003167,C001705,Billing,Low,1,No
T003168,C007939,Billing,Medium,9,Yes
T003169,C004684,Feature,Low,4,Yes
T003170,C002802,Cancellation,High,4,Yes
T003171,C034727,Feature,Low,13,Yes
T003172,C028732,Bug,Low,5,No
T003173,C000978,Bug,Low,7,Yes
T003174,C021774,Login,High,3,No
T003175,C042030,Feature,High,15,No
T003176,C048546,Billing,Low,8,Yes
T003177,C002564,Login,Medium,3,Yes
T003178,C036088,Cancellation,High,0,Yes
T003179,C035838,Bug,High,7,Yes
T003180,C005522,Cancellation,High,6,No
T003181,C017075,Bug,High,15,Yes
T003182,C032060,Bug,High,2,No
T003183,C042994,Login,Low,7,No
T003184,C027521,Feature,High,13,Yes
T003185,C042542,Feature,High,1,No
T003186,C046702,Cancellation,Low,7,Yes
T003187,C009711,Bug,Medium,12,No
T003188,C032522,Billing,Medium,2,No
T003189,C018275,Feature,Low,11,No
T003190,C027059,Feature,Medium,3,No
T003191,C018240,Bug,Medium,7,Yes
T003192,C004557,Billing,Medium,6,Yes
T003193,C027506,Feature,Medium,14,Yes
T003194,C033564,Feature,Medium,0,No
T003195,C038656,Cancellation,High,7,Yes
T003196,C040836,Feature,Medium,15,No
T003197,C029109,Cancellation,Medium,15,No
T003198,C015827,Feature,High,6,Yes
T003199,C006847,Cancellation,Low,10,Yes
T003200,C002909,Feature,Medium,3,No
T003201,C021391,Cancellation,High,5,Yes
T003202,C025900,Feature,Low,12,No
T003203,C026404,Billing,Low,12,Yes
T003204,C012475,Bug,Low,5,No
T003205,C027049,Billing,High,10,No
T003206,C017224,Bug,Low,6,Yes
T003207,C012909,Bug,Low,4,No
T003208,C036168,Billing,Low,10,Yes
T003209,C047663,Billing,Medium,0,Yes
T003210,C034490,Feature,Low,10,Yes
T003211,C009115,Bug,High,11,No
T003212,C028113,Cancellation,Medium,12,No
T003213,C036265,Cancellation,High,12,Yes
T003214,C003401,Feature,Medium,9,Yes
T003215,C020513,Bug,High,14,Yes
T003216,C024668,Bug,High,6,Yes
T003217,C048092,Login,Medium,5,No
T003218,C010227,Cancellation,Medium,9,Yes
T003219,C012691,Cancellation,Medium,3,Yes
T003220,C023483,Bug,Low,7,No
T003221,C028235,Cancellation,Medium,2,No
T003222,C026843,Login,Low,9,No
T003223,C013847,Billing,High,3,No
T003224,C005000,Billing,Medium,3,No
T003225,C034506,Login,Medium,1,No
T003226,C044594,Login,Medium,10,Yes
T003227,C009557,Bug,Low,6,No
T003228,C039684,Login,High,5,Yes
T003229,C028809,Bug,Low,0,Yes
T003230,C038283,Feature,Low,8,No
T003231,C047983,Cancellation,High,12,Yes
T003232,C010967,Bug,Medium,15,Yes
T003233,C047174,Billing,Medium,4,No
T003234,C034451,Bug,Medium,11,Yes
T003235,C020206,Billing,High,12,Yes
T003236,C041678,Feature,High,13,No
T003237,C011750,Cancellation,Medium,9,Yes
T003238,C013586,Login,High,10,Yes
T003239,C041034,Login,High,1,Yes
T003240,C048060,Login,Low,6,No
T003241,C042491,Bug,High,12,No
T003242,C036142,Cancellation,Medium,14,Yes
T003243,C044414,Feature,Medium,8,Yes
T003244,C048672,Feature,Low,7,Yes
T003245,C002688,Bug,Low,2,Yes
T003246,C037503,Cancellation,High,7,Yes
T003247,C023866,Login,High,11,Yes
T003248,C015315,Billing,Medium,12,No
T003249,C041149,Login,Medium,9,Yes
T003250,C019654,Cancellation,High,6,No
T003251,C044968,Cancellation,Low,0,No
T003252,C021644,Billing,High,6,No
T003253,C024706,Feature,High,5,Yes
T003254,C011736,Cancellation,High,9,No
T003255,C027777,Feature,Low,11,No
T003256,C016793,Bug,Medium,11,Yes
T003257,C034186,Cancellation,Medium,14,Yes
T003258,C012923,Bug,Low,1,No
T003259,C007341,Bug,High,14,No
T003260,C006208,Billing,Medium,5,No
T003261,C020927,Bug,Low,0,Yes
T003262,C028128,Billing,Low,5,Yes
T003263,C005649,Billing,Low,13,Yes
T003264,C007359,Login,High,15,Yes
T003265,C007762,Feature,High,11,Yes
T003266,C039582,Cancellation,Medium,12,No
T003267,C012549,Cancellation,High,13,No
T003268,C004541,Login,High,15,No
T003269,C030652,Login,Medium,6,Yes
T003270,C018451,Login,High,4,Yes
T003271,C016550,Feature,Medium,2,No
T003272,C028982,Billing,High,2,No
T003273,C029263,Login,Medium,8,No
T003274,C007209,Login,Medium,15,Yes
T003275,C012074,Login,Low,11,No
T003276,C009078,Login,Low,1,No
T003277,C036734,Bug,Low,10,No
T003278,C027216,Feature,Low,10,Yes
T003279,C012766,Bug,High,8,Yes
T003280,C008234,Billing,Low,12,No
T003281,C020595,Billing,Medium,3,Yes
T003282,C022294,Billing,High,7,No
T003283,C025113,Cancellation,Low,0,No
T003284,C006458,Billing,Medium,15,Yes
T003285,C014034,Feature,High,11,Yes
T003286,C022373,Bug,Medium,6,No
T003287,C045054,Feature,Low,6,No
T003288,C023072,Feature,Low,14,Yes
T003289,C028455,Bug,High,1,Yes
T003290,C016066,Feature,High,8,Yes
T003291,C020026,Billing,Medium,5,No
T003292,C042171,Billing,Medium,15,Yes
T003293,C013049,Feature,Low,13,No
T003294,C003901,Cancellation,High,11,Yes
T003295,C017157,Cancellation,Low,1,Yes
T003296,C003333,Billing,Medium,0,No
T003297,C023370,Login,Medium,10,Yes
T003298,C004432,Bug,Low,6,No
T003299,C032143,Billing,High,10,Yes
T003300,C018054,Cancellation,Medium,1,No
T003301,C037317,Bug,High,12,No
T003302,C005162,Cancellation,High,4,No
T003303,C026044,Login,High,6,Yes
T003304,C009955,Feature,Medium,2,No
T003305,C027524,Billing,High,15,No
T003306,C001363,Cancellation,High,4,No
T003307,C048591,Bug,Medium,7,Yes
T003308,C031161,Billing,High,14,No
T003309,C000850,Bug,Low,15,Yes
T003310,C022726,Bug,High,1,Yes
T003311,C017339,Billing,Low,0,No
T003312,C037946,Bug,Medium,6,No
T003313,C025723,Login,Low,11,No
T003314,C005990,Bug,High,7,Yes
T003315,C024291,Feature,Low,8,Yes
T003316,C018345,Cancellation,Medium,12,No
T003317,C003299,Cancellation,High,11,Yes
T003318,C048307,Login,Medium,7,Yes
T003319,C019863,Cancellation,Low,10,Yes
T003320,C009975,Login,Low,15,No
T003321,C031531,Billing,High,3,Yes
T003322,C023378,Feature,Medium,15,No
T003323,C012030,Cancellation,Medium,0,Yes
T003324,C013203,Feature,Medium,8,Yes
T003325,C004234,Cancellation,High,14,Yes
T003326,C033664,Feature,Low,10,No
T003327,C020648,Bug,Medium,8,Yes
T003328,C013272,Cancellation,Low,15,No
T003329,C042082,Bug,High,3,Yes
T003330,C013488,Bug,Medium,9,No
T003331,C046362,Feature,Medium,10,No
T003332,C003278,Cancellation,High,15,No
T003333,C007877,Bug,Low,9,Yes
T003334,C008354,Billing,Low,11,No
T003335,C046586,Feature,High,2,Yes
T003336,C048610,Bug,Medium,8,Yes
T003337,C025867,Login,Low,6,Yes
T003338,C023894,Feature,Medium,0,Yes
T003339,C014306,Billing,High,8,No
T003340,C008122,Feature,Medium,15,Yes
T003341,C025845,Bug,Medium,4,Yes
T003342,C046826,Feature,Low,3,No
T003343,C030974,Feature,Low,0,Yes
T003344,C024356,Billing,Medium,1,No
T003345,C021916,Billing,High,1,No
T003346,C032948,Feature,High,0,No
T003347,C019151,Cancellation,Medium,7,Yes
T003348,C006414,Cancellation,High,0,No
T003349,C046270,Billing,Low,10,No
T003350,C007592,Login,Medium,1,No
T003351,C037017,Bug,Low,9,Yes
T003352,C047406,Feature,Low,6,No
T003353,C018782,Billing,Low,14,No
T003354,C011196,Cancellation,High,2,No
T003355,C033530,Login,High,0,Yes
T003356,C038444,Feature,Low,7,Yes
T003357,C041987,Login,High,5,No
T003358,C018783,Feature,Low,9,Yes
T003359,C021701,Bug,Low,9,No
T003360,C047314,Bug,Low,9,No
T003361,C021971,Cancellation,Low,10,No
T003362,C039898,Bug,Medium,12,No
T003363,C029161,Bug,Medium,9,Yes
T003364,C022606,Bug,Medium,13,Yes
T003365,C018175,Feature,Medium,7,Yes
T003366,C006332,Login,High,3,Yes
T003367,C016969,Bug,Medium,12,Yes
T003368,C042572,Bug,Medium,12,Yes
T003369,C036917,Login,High,1,Yes
T003370,C016306,Feature,Medium,9,Yes
T003371,C027397,Login,Low,0,No
T003372,C032698,Cancellation,Low,15,Yes
T003373,C014898,Billing,Medium,13,Yes
T003374,C017470,Bug,Low,11,No
T003375,C048859,Cancellation,High,8,Yes
T003376,C013473,Bug,Medium,0,No
T003377,C028403,Bug,Low,8,No
T003378,C023940,Billing,High,1,Yes
T003379,C018572,Login,High,7,No
T003380,C031144,Bug,High,11,No
T003381,C023176,Feature,Low,2,No
T003382,C035204,Login,Medium,7,Yes
T003383,C007240,Bug,Medium,9,Yes
T003384,C002682,Cancellation,Low,7,No
T003385,C036449,Bug,Low,14,No
T003386,C009763,Login,High,15,Yes
T003387,C007402,Bug,Low,15,No
T003388,C036015,Bug,Medium,2,Yes
T003389,C041833,Feature,High,9,No
T003390,C024952,Login,Medium,12,Yes
T003391,C033366,Cancellation,Medium,2,No
T003392,C014760,Bug,Medium,4,Yes
T003393,C010409,Bug,High,14,Yes
T003394,C017374,Billing,Medium,9,Yes
T003395,C002687,Bug,High,14,No
T003396,C046213,Login,Low,15,Yes
T003397,C006048,Feature,High,1,No
T003398,C042927,Bug,Medium,14,Yes
T003399,C043257,Cancellation,High,0,Yes
T003400,C048564,Bug,High,8,No
T003401,C006428,Billing,Low,6,No
T003402,C009463,Billing,Medium,2,No
T003403,C008259,Feature,High,9,No
T003404,C001944,Bug,High,10,No
T003405,C007221,Bug,High,12,Yes
